name,Photo URL,Created At,Updated At,objectid,title,creator,date,date_range,description,condition_notes,language,building,room,wall_row,shelf,notes
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/733ef7fc-cada-4e60-a00d-0ee14bd41f3f/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134926Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=a20f78df788ca860406a390d8bbd6fc87c46a548d77135a892880605ecb6507c568bf13cd0119c14e0c0dadbabb5002d6e49f659673d566b48506433e27b329bef97055bb5df0715e208891323bb3bf78c552f2edf3c1f540ce7f9c01966550d30ad50104663fbc9b27a3076978e4c3d107e4c0b07b3dd327d35069040022955b670ff69e59785736df106ee7388cd31584775e7d98ba5751be1c51646a7dc0a2c07cf0ebe245b5d537256d2ffd7e0e405488e752564e61aa379842c72001f417877f0a82e7d4ce5e1474cc78952046728a6481592bccb9dd64da58963160beaad8b1024c7224da3b0d2e7aedcd5eab5a8acd7b8f1992006fd76daef52b2656f,2026-06-16 20:20:07,2026-06-16 20:20:07,764,British Officers Serving In America. 1754—1774.,Worthington Chauncey Ford,1894,,It has a blue cover with gold lettering. Compiled from the Army Lists.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/01b19314-649c-4ef2-9047-4b02163cdd91/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134926Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=e016ee93eed0eac96e913f270d112be9c5ef8a6d4b1f763ebae935c71884c390d14b8b2e4556c944f04c9f1ec2667cb8a657c56e781050fbffd7beb454e2671485f64d13ea8dc543a6a300c973cf5dcce7cc1302bc5eb70e01dd7ce2f05529935f673b6ca4894598980d5733065c51f36b51411847919d2af6b7b95c90bc61730d118a957ceba6203e545867da4df8554c71adb3a72e9e32139043499a73e86383188648f6a86f0a7e3fe08bb7c4b42794f7606b4a1284a408a54a01b607c62ff7f947513e0592b8a0b7688689110c025713b1efa44b37af5dd9661c3049eb4d4c8eb365458cc492d21026e8f6d990c1d19c287cb2795e2a39ed98c2d45e3d77,2026-06-16 20:20:07,2026-06-16 20:20:07,765,British Officers Serving In The American Revolution 1774-1783,Worthington Chauncey Ford,1897,,It has a brown spine with gold lettering and a brown and white decorated front and back cover.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/697ea196-e5a6-45f4-aa39-46dc732e5d70/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=3e7d35c418b1eab46e2a95f253335ffd999d4bb3a7d9f56e5f320799174d22120674f635a2e3f374cc27c37df4dbedca0d54147f6da9c3485d879e9367bf2f4854f778dd2c62c8c739b73abc670e31dc306de297fa8668525bfcc56a9f083bcca36ddfa92d961ae1e75026c20dcc181a287b3af7f4f140424b6d453b77e20e0f0bf3983f043fd21327db189c81f25275ad97b873a6c422d40947e3f069531c83cf12cad9fe6a84ee2721e3b79f34d85ee90d64d91e44d18113be182dbc73c7e7af227bfd12c60b15d470a94620b7ca977feb98d14efdfca2b0d5f03a26f993b9f783badb49c74fb5d6d5c95d18046769d0055c93052c44145708481cb819406b,2026-06-16 20:20:07,2026-06-16 20:20:07,766,Historical Register Of Officers Of The Continental Army During The War Of The Revolution,Francis B. Heitman,1914,,"It has a blue cover with gold lettering. New, Revised, and Enlarged Edition.",,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/3aa29ccb-a1bd-4a68-99a7-e9ce20888897/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=c47a3231d72700681ff8eebe265d5a54b1c759fc0a2568ae58c1af3157347d4f4df9edd0ab78a398917fdf4c8dc0b99a701c38c453a24623669544faf1750745fbcc4104204acfbed33d1a456130242701523e89226675e92984ae40fbda1d654d72daeabc7a55b42dae5414d58de764db0b8f292c784ce647882eaa40f35a9579f14c11ad645ef2706888cddcf6120fa79561cfe72e653d4508629854205c72d60dc36d6b292868a35b871bbba3d5557eee7046c105ba969e519b97123a2be42af8f99a8b4229435ab3fd3d511883b89873d97a7abe9acb053e7a0a44bc03bf2111bb7a5f865483b000dd7d9cdcf97c620ee201c2ad3f8101405c813aa0615b,2026-06-16 20:20:08,2026-06-16 20:20:08,767,List Of Officers Of The Army Of The United States From 1779 To 1900,Colonel Wm. H. Powell,1900,,It has a spine that is faded to a greenish blue with gold lettering and blue covers. Embracing a register of all appointments by the President of the United States in the volunteer service during the Civil War.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/3ccc2032-0f9d-4524-bbb0-91b4daecad86/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134927Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=6eacad0deea4c7319cd56d690110fcf38c39c0728ea82399f1e19a0e194a3eae2d8a4e3fad5238f074f41d9cdfc7a4d4df45d408d71421c769e136651021c3ab001f699d606c0ff7b013da7d61ed231ee3caff448bd77236945086804887a8130e5846d977f4da3fca7f67b2f73597796df1ecb25dcc26d575788547fb75a210d7f62314b2238a3304ea9d78060f54e05968b1f51baf2fdadaae105175fc0506470c5b29fd0e197f6810459748c7146367a338bafd9f182c63e0af8494db06c9399affe08d34181a650df82000afffd651a2e9bfacd66bfe3345d664973332f63b2f3189102c49e759daee3a2fa349025c9e7aadfa5b815b4495b7e7fc18f173,2026-06-16 20:20:08,2026-06-16 20:20:08,768,David Sproat And Naval Prisoners In The War Of The Revolution,James Lenox Banks,1909,,"It is dark red with small gold lettering. With Mention of William Lenox, of Charlestown.",,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/2f5f16ee-d8d8-4ba8-85dc-3cdb48106cd2/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=d98a0891fa8d035ac8f9fefada265b6bfa7f2883e86e0a61d3737b4ebdffe56afc3dae9fa16982325a939eeb03c4cc3d4dd069b8acd95211a0aaa7793251a2fec4da049ee304e39daf86d5e90abaf69b611677bed46e91e2ab975cf60d5c7582c1dc62f08a49f71e2d9bbc3bf4213cd7185f30992450c87d583e7302deffb3950deed6d474f3b694194e3788af7fdde609c72c6e11b368216cd90426ab25cf23403ef2bf7621ee8eb5847ce9339f6b78cbf5a334c8e9d73feae3d2728079e519cb7723b0b777d04b29f8d9551296aa14af5579f8c9f5a69e140262d213bd56f352252de0d1356ec6c162d4088fd1fdb1f5a29392c90016cee033d9acdbb7e12a,2026-06-16 20:20:08,2026-06-16 20:20:08,769,List Of Officers Of The Navy Of The United States And Of The Marine Corps From 1775 To 1900,Edward W. Callahan,1901,,It has a dark blue cover with gold text on the spine inside of a maroon box.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/be24bde9-db66-4916-bd50-b51fac92f265/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134930Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=22cd2a58839f0e8aa80013b168cc462379697711da8388ef055af6d6496a0c95a0080adc798f34ebd8a0275a89cbf678d0016c5546135770dfdd3aab20ffaf3b085443d0ba4400706fd3ac30589a1bed26c95448b9a68aba5ae11604fa36b7902a526cfcad9ea222cebe74d2120d211951cad07ae755e8413d9fb05a9ab6addd2cd08503951cf0ee5f842e024f70b10e6a841c464b8ecc9c55e91b4f2428b4e08fb437eeb86fca233e40edf420c49f394543101e5570a08e9731bf795ad175ba674e09c47ebde372c1f54dcdaa260febc30724d78dfe39491bc33daa0573adf6f1751595e8aceebc6f127ad9557dafa06d164d646c91af4f93a5f4b30a124d1d,2026-06-16 20:20:08,2026-06-16 20:20:08,770,Medical Men In The American Revolution 1775 - 1783,Medical Field Service School,1931,,It is housed in a tan archival box. The volume is brown with a paper cover. The Army Medical Bulletin Number 25.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/a3e89514-0560-4875-811d-79968e31eb46/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134934Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=a2deb56d847ad78883a7a54f48394940ad67c94a866b525aaa1d9ebfdf819ab2524d818c1ac667346466696d72773f7f87a96cfd770620e6851c1cbaf68ef94ee2ec5d21610968515268c58ad448d23c75d313807232343ca6365b523fb26f85df0cf00c363c36c343c1577c48b836e136bd431d69c5fead521fba0adf1839cc0cc8d9d75fcfb6780ba526644d4d6667f7e1e093eed2d73824b539b2d47b356f58cd07813586a38756cd0bd6e7eae24452ab043b7d0daa507ae33e3fc97c3e85594b040749802163771fb3b66dd9fa7c45182c34c8f1fad57267a6400eb2772aa8b2c547c141f83bec3d21820bafffbb7d4614e3a70a7646113e0a718b6ee2a8,2026-06-16 20:20:08,2026-06-16 20:21:07,771,The New Annual Army List The 12Th Annual Volume,,1851,,It is housed in a tan archival box. The volume has a brown cover with gold lettering on the spine.,The front cover is detached from the spine.,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/a2740893-4522-4eea-8f04-d4f591f702b2/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134927Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=ad1e84dae79ddc26539503f277ad88e9c5ca3cfea9acf4eb4a774e206ea05e7f64582a489761a9f7f37f9c20ed95f3f6b30409f7f0e3b4659d7cb402df3f81ce65062e2d3ee7001e89c28dcc8d8d5fa31ddf6abae02c57f6867f83e43eac361afa1d9d8754d66632f110ba4dc1d25ea2dd188a58f3a44a5adb10e5dd2087532266933ab72f9953516e0ccd1b65681a8bbd391eaf0eeddc5b72729aabc83c0c7762d64e8cfacfc81f2ef49a879329ec99f0cada0b2eb7f0ff07921991ffcce649519c34e7a7b62254a08c9c5754097341f213a3a1a787f13aa001799d6f391363184ebba761623edc4aabb54c779b22c995288c08d9168a1faa34f8494570e2aa,2026-06-16 20:28:51,2026-06-16 20:28:51,773,Collections Of The New-York Historical Society For The Year 1891,New-York Historical Society,1892,,Dark green cover with gold lettering on the spine.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/258fd951-c6a6-47cb-9659-61aacca3d6da/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=325628fb5384991f61739846447b50d166c49ee85f4910c5478ab9a30037a828c27f915ceef1244044b681181440b3e1d38b7e59a4e3c942bc213ba996828783f6521bc1d86d0ef3896bf5bc878fa69b2f57a81d60ccb8e70fecca8966d5c0680e760243cb6778457f7a5883d5acee548bd4a7b06d2d1983e16500b14d672c0d3f36494dcaa20356d3916d40a3373dcc6feef91cf46e24b156c93436769d415a9dcfbf80b1096ea6397ffae6ca522dbe7c7c25a24feb6d8fda5651732fb61a70dd26013b9d0cd97f1e8990850ff8fa9a34724f45b8a276bebad040c38d7d782e4c4f73bcebfc997d1d10601530948a4def08e59e4bce2afa0e53d740e69d94c8,2026-06-16 20:28:51,2026-06-16 20:28:51,774,History Of The Salem Light Infantry From 1805 To 1890,George M. Whipple,1890,,Dark blue cover with gold lettering.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/661c41c9-ce62-4806-b15d-81ef068bc4c6/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=5a04d2c018765fdb59243bb6b52c0be3511554621059f66a30dcdc1ce70d908fef411cac136bcdc4ceb326a1d9520fadaac29644725c2e1a710ec0f5cb2a4cfa76c19eaa8c6750f6b9cde64ea1d34ce67f9be3c6142db753d59401dbbb530e8e83302b38a8ee5edffe252bc72d02e0c4bf072caaf4bb0f91ca8f4ee6c7405a1d0c212e1cad52e3b83c0945429f5964f3d1c8ef61ba3db889dcb6fb32b4a543f5a1e73edb871e8d7d2b193c385f1931e8e456569d37be4ebb778503bc20ad909553adc18f92fe60e1ebeb5e8342ca3836517fa6c68ea225ce38aed6243a9a3f9d2121ba5efd4359eb9d3c987910e72457d9688ac4020fef305b714018464288c2,2026-06-16 20:28:51,2026-06-16 20:28:51,775,History Of The Salem Light Infantry From 1805 To 1890,George M. Whipple,1890,,Dark blue cover with gold lettering.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/68d92762-79af-40af-b5d3-bc6b273ae614/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134924Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=dd35d98d62a8443ed5379507f9f24428d19934d6dc0e5dbdfe4200d46421b33c4b45b186cfe4ac6811ef747f430b472d2b0520f3cf5cdac98895cc5195c383e5271138b85877c2c06e1b58455ff822f7dc6fe4fa989bfb27a543e973a00588d7c8329d0491c704b9e7f923cd0a90b40b25038b5a3992223fdb6dc2189b8fa619cfb433dd3a134cc0566669232b1ea212d436f4c14b7e8dfc24769cc712aada4ab707b9811276f85e5cf8c895c65b63957d5deed085ec446666dcbce299585be742de5f7953835843ca35c31b777521f582b3e26cbbc79511b367dec374f5ce935d87f07ff401c6bb3d9d735b12715e9f372771ab5ead8f502af8e0fa5ec8e25b,2026-06-16 20:28:51,2026-06-16 20:28:51,777,A Genealogy Of The Descendants Of William Kelsey,"Edward A. Claypool, Azalea Clizbee, And Earl Leland Kelsey",1928,,Blue cover with gold lettering.,There is a piece of loose leaf paper just inside the cover.,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/ac685d51-a7c0-40ea-9cd0-674ed8c37f55/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134931Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=a8d98e9c1d732702bce2b85c849604f10c0c5ea00e872384303765882fd222d96dbff5576457c64ed4092954fe28d5f3d734c5c100b13057e616fab526c6b7f9f82200a06be0776518d40080b4f47bc548e91019ee416ad10807fe51690e8c4f6a426d34978c7acd7e6e970311d73cfcc4e3af5f9df4acd87f6fa8b030839cbb4ffbd038cf867de04f944697493f15dc7851fe6f908cea1693595b623e03d96c5adac71728558b975732838998b1d241937005d4b685fa7bca3f719325b184076287625e3d66a8adc4184ffad39aeb46b66d3ebb764512c67269306b5e0b70b1d3093d50f7c5cd4d7a822f881912256a3b34cbd475830810828ba950ddde06ce,2026-06-16 20:28:52,2026-06-16 20:28:52,778,Pelliana (Pell Of Pelham) 1635-1919,,1934-05,,Dark blue cover with gold lettering on the front cover.,Loose leaf paper inside the cover.,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/3830dd13-93e1-4d39-ab55-0591d0c1b9d5/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134934Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=c5d3d978ead90ced203719f65f69193e0a2fea2beab92fa50faab1ba2ea7bb2ea6a88747c4a4ef4cfa522629a466a949e102bcbae57bf0585b3cb795f39153665b22f3b906b276d7f3a35af26922e9e7fa15c5a5fc828688bed3d847b3fe7b42d514eb3e861281c5504d9b938401c9c90d8537a4814d44eba9630b2ac095328910115d3db77a3b8737bccf46bafb956fc75e62e947eaa1707fa0c5ab6487b6c1920c2ad22c55108405bd6edefc28e717ec7215db88c1150df74e37eba7dcf3525d056be338299c134cc7a458f33e6d707829ac58cb17a6dbe75ee74d26acdf566bcd966ac7383f81802a59c53eb65aa0fd12d0d096451ea9a1c7af4a014e482a,2026-06-16 20:28:52,2026-06-16 20:28:52,779,The Ticonderoga Expedition Of 1775: Biographical Sketch Of Robert O. Bascom,Grenville M. Ingalsbee,,,Tan paper cover.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/92d009ab-16cb-4e69-b519-fb9fce2c9e29/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134928Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=17ef680ac5eb2a43b969e7a0499a5df6d997d038c89ddac1d851b6e56022aca9a7c16e78c52d7a520d1ad38880bda71474fdebbf17f2c7c8e799aac7b31a05f70cb0cb9af51efb1c84fce2c169acaf689378a30ea240a4c89aee7f82434207bff1e48edea92c3bb1583d98e31e16e46950910c7f516f96227656937435970c27e0955c60aeb50c6298f4fa39e614aeddbcb6238f596f3c9f686a155e4f69fff375ce09cca61e1206f5a6b2e098f53a7822b55661f751af04a27d6a3f521ded296ad70d665387a34eed510b9a357103f69ad7680c50fd2abb25b042e9794a2b31bd8634f5d502de285ad5922cddfe0d6ccf306632c6acd364fd818765ecb0b383,2026-06-16 20:34:40,2026-06-16 20:34:40,796,Historical Record Of The 73rd Foot.,,,,Red cover with gold lettering.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/c6ef6ac3-b5b1-4f06-aa86-80d0d7fbe5f6/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134927Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=54b60905307331a25e6498ce2700be9df101c78904e6561459eabdfa4e470e3f40a572f1865577add7f1f379041c8f676e064a428f8d272060f127f47451bb4febcc6964573c4dce64695af91871be4679bd0980149674be5149fa9035032ff029e276376dfc2c5d7d35379200d1f86077b6c983de7b9c6b6681a6f898fa04133b6fa579e562a27b20c371df7a64ce074abc809343b47f44ff36789d2f0e625ebaf7e5e34b5d3805e916f1026c2a63fb946bc85b1fc1da02a76b14e3c70a402f5f4200cb9a7e3239383efcab18f7943d74b1ec832050f0fb2a181af3f79a19a600d9fe10d502875719a1a5a9bd239b44e598e61fa1a9a49c72bae4d5b299c674,2026-06-16 20:34:40,2026-06-16 20:34:40,800,"Diseases Incident To Public Armies, With The Method Of Cure",Baron Van Swieten,1776,,Brown cover with gold lettering on the spine.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/653d943e-106e-4126-820b-a21e160ecd6c/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134927Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=79da62fcf3c3a7a91830daa3beecd1a547391767a9af282f36049ad50196c2c2e1a42398684fb4ed3f1eb9eae60f0696494abadcfd21da65450b97e93866728968eba9c57c421c937d556bf0ab3406c35651cb7ac1e61ba20a3ef3783c307248a5e9a6a14b01a50b7ae536ac9042754e0a8a20bba4dbc2ed9c024d9c0d9c76ba792d3a4d27cc0887d6fae43404b837751022d94eee5b4b3728db70e214bfbb8f4654504b6262c1eca1151251fad8dd798bc2fbf2e8a8a76c5fd0c06b5ea0cf07a208c3bcf93f702a6b35dea1ead9415cb3d9fd4112bb046642e3e83442c8238db81f66350b9d3c5992dc220fe6fb76f785d889463d9a3919a413f39879ce0c7f,2026-06-16 20:34:40,2026-06-16 20:34:40,801,Extracts From The Marine Practice Of Physic And Surgery,John Ranby,1776,,Brown cover with gold lettering on the spine.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/742ea703-6bc4-47eb-8423-10d3973cd825/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134931Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=bafe4ba5d703a48ff2942ade59f121ca7f31b865859cd9886a47443eb22e0ed81ac17dfc01ef54a0c3717cf591b8ee268016728a23e1acf52cd14e51d08e96f8125fcbd91d22e1a38962657d8f277176e860111914265000c879866f1f91390e4f1d61d7b2a05b6ef6243bfe51112da7f992817aac22843cd047939a05875e24ecd218a99f69628082df488c587e6a19c51c21fcfe8416faf2be2aa19ad8b16d419d00d2fc11bedd0f9c23f991aed82ab35d71de5671c8d641f83570e8b2890095ee158243938583753a84e27c6b3d2510bae5a6aba3053372d5037dc83046bfd3b22a632eaaf8edde2e6cdc41d12ae5e4a88790a09fb75137014b07f6be67ca,2026-06-16 20:34:40,2026-06-16 20:34:40,802,"Plain Concise Practical Remarks, On The Treatment Of Wounds And Fractures",John Jones,1776,,Brown cover with gold lettering on the spine.,,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/2205ec8c-30fe-4000-b2cb-112d0c012923/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134925Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=580afb3a906978504cf52a5a8b8504ff7cb63e09e88855696b1b951a21f0b31744398c2fd1866fac9b6d02c4f2f7230bf6428560f29f9ee3ff221ad50e9feabec5d490f8443e73e22e83d73edbbea29dd0dac6c9db9dc05cf2a5fb0541f77db932b1203e914a9c063d9b23cb927c69d8181f20798b1775b7f0e45c1e8ce9ad371253ce8c3666cc29208516271ad7d184c7f46c978e22c4b1a4b8280285b47825be27be483ee255da0e1a4bab7e831fc8de2d3333263f0cd9e80b7b01bc5410ebd78b81263b6f18a81d521fefbf848473b2d958ec64c179b7ede41d132e1b0124849cf329e4f88ae9e95c5e0b7bc0a7df94a1f7fdc4b991eab3d05bfbd2411e1a,2026-06-16 20:34:40,2026-06-16 20:34:40,803,American Maps And Map Makers Of The Revolution,Peter J. Guthorn,1966,,Turquoise cover with gold lettering.,Loose leaf inserts within the cover.,English,TPRC,FF6,1,17,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/f154ebb7-4122-47f7-8107-ed89f4744f71/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9d9aa67906f6c3ffec5e58c6ca3f3c689510f9bf28ab5acf9d4d0b2dd7251b7644cf4d96ec6394d37c1c6f2e5b58d113384adc723d1b7f6040c3be0dc5bf533c6f8b929359825adf8b8b11f71215f51b501381b195564ad05c72b0c0fa9b9f90fc64b5168cf66cb2d02599c448635fcc7ba545bee39b90b02c0e1b7deac38f8e03091245d13c3ba1d24a144c0b8f846bff7b298bd59c527d5b47b2d9963733bc1e265130a836aa588dd5a771094a72b49b630dcbedd5d7188c285f4b5b6d9e34c66d84d535f7aa380618dc8933c04ba92d75dcfc3005c79f3019fe0fef8efe45661e88ec95f0998778bfe5b0e2837a46ac136880eb0f1a80bc1b18083be6e38b,2026-06-17 16:15:40,2026-06-17 16:15:40,815,Historisch-Genealogischer Calender Oder Jahrbuch Der Merkwürdigsten Neuen Welt-Begebenheiten Für 1784,,1784,,The volume itself is red with gold detailing and lettering. Written in German.,,German,TPRC,FF6,1,18,
